".chain",".iteration",".draw","b_Intercept","sd_author_year__Intercept"
1,1,1,-0.446163024654781,0.354906295072374
1,2,2,-0.627181796133325,0.498840059648917
1,3,3,-0.649475193322719,0.78141284045623
1,4,4,-0.571134127315512,0.560132494923569
1,5,5,-0.579368328739313,0.369605531178336
1,6,6,-0.651981327504308,0.493714241419928
1,7,7,-0.581723220523941,0.455633668717147
1,8,8,-0.479993524679714,0.449237758276493
1,9,9,-0.256410134697085,0.234893454820921
1,10,10,-0.339171029473689,1.1316219134278
1,11,11,-0.396515031771348,0.811135708046692
1,12,12,-0.481476158033945,0.853904598808721
1,13,13,-0.500628903126213,0.733798628346839
1,14,14,-0.355621121852563,0.478454954974348
1,15,15,-0.558694641958108,0.289248018431536
1,16,16,-0.73690733438869,0.361707203432201
1,17,17,-0.66364013908262,0.337176129838064
1,18,18,-0.28713132532844,0.549755256463016
1,19,19,-0.247629602144219,0.455611352656376
1,20,20,-0.295659108123843,0.703753924720764
1,21,21,-0.406682791491347,0.750624713759796
1,22,22,-0.560158059103276,0.724603249650893
1,23,23,-0.661768293269417,0.751252261367276
1,24,24,-0.5572441094366,0.66561717109489
1,25,25,-0.620571627150507,0.864000531946219
1,26,26,-0.914769895209021,1.25016829956272
1,27,27,-1.06811024155541,1.23875554845978
1,28,28,-0.65857374031377,0.555346862721181
1,29,29,-0.654588318223837,0.604118294517235
1,30,30,-0.503781781198833,0.646091600223208
1,31,31,-0.600445147542998,0.691356536049417
1,32,32,-0.422338195828064,0.746599599397449
1,33,33,-0.741165000143857,0.994362631095478
1,34,34,-0.474952539669833,0.429538846059587
1,35,35,-0.352999027174323,0.292996702187268
1,36,36,-0.358464366599921,0.325558734485663
1,37,37,-0.557138327640441,0.843106932051164
1,38,38,-0.601938629798925,0.374973929576877
1,39,39,-0.579940198611432,0.365680249966903
1,40,40,-0.5851140379394,0.378994280126137
1,41,41,-0.385131914371294,0.324212060098166
1,42,42,-0.232485376908106,0.327339497568319
1,43,43,-0.677986692053294,0.569866992129273
1,44,44,-1.11944059238288,0.93784503060502
1,45,45,-1.15388814063876,0.972906562556142
1,46,46,-1.09789694001647,0.81343773647344
1,47,47,-1.20215749906908,1.07430098282292
1,48,48,-1.08418369023505,1.11044004184583
1,49,49,-1.10516200282305,0.677845429033661
1,50,50,-0.492183132648273,0.460932551773116
1,51,51,-0.293034903028758,0.306450498664849
1,52,52,-0.767913636206716,1.21611961225554
1,53,53,-0.522705812869007,0.591136899694855
1,54,54,-1.01217983489039,0.787946894401999
1,55,55,-0.774964115194081,0.718848748603717
1,56,56,-0.382692026906515,0.439958897010765
1,57,57,-0.517469937141141,0.401268457589783
1,58,58,-0.7503727326042,0.554159289051305
1,59,59,-0.717177740029233,0.483091697745719
1,60,60,-0.543914660324824,0.664128859975568
1,61,61,-0.223544930632313,0.296375663246082
1,62,62,-0.278264961615086,0.13299048963622
1,63,63,-0.294219882785796,0.194228585814242
1,64,64,-0.364359452898993,0.347210952582942
1,65,65,-0.308439834272919,0.24736943026701
1,66,66,-0.877792435827507,0.635613427486417
1,67,67,-0.428428911579263,0.322228381423317
1,68,68,-0.309120966918057,0.13026923295628
1,69,69,-1.14744339956548,0.81799678830529
1,70,70,-0.838833330294277,0.701524745131541
1,71,71,-0.949879455131079,0.688974393744154
1,72,72,-1.13838248070054,1.16275904589395
1,73,73,-1.49586113835845,1.32610010989786
1,74,74,-1.18808793187574,0.961897429085382
1,75,75,-0.321218590527705,0.372470245852342
1,76,76,-0.307324733775448,0.176512106275213
1,77,77,-0.430069293565716,0.298691769512881
1,78,78,-0.471726271344575,0.733072071609153
1,79,79,-0.178699092851106,0.251124345581921
1,80,80,-0.21272461455103,0.505849568620578
1,81,81,-0.248479289044846,0.353507238123101
1,82,82,-0.195962402916525,0.292528407374308
1,83,83,-0.326507851096075,0.169561364517839
1,84,84,-0.581165747285146,0.316045620040996
1,85,85,-0.928461537478312,0.511431034989484
1,86,86,-0.910491327405775,0.466404694551456
1,87,87,-0.632266078986658,0.374086553434192
1,88,88,-0.61775669320148,0.426933828948961
1,89,89,-0.559701723864669,0.537302145471143
1,90,90,-0.348308749109535,0.394138030021214
1,91,91,-0.219463958876496,0.192667071862157
1,92,92,-0.758221922922466,0.699521343396967
1,93,93,-0.252456517156739,0.123609738496497
1,94,94,-0.315015385682942,0.106349157252203
1,95,95,-0.130053555606034,0.572965353007014
1,96,96,-0.171658377468241,0.269652943869997
1,97,97,-0.0915126369675016,0.506170086809695
1,98,98,-0.121987873803289,0.175692534199875
1,99,99,-0.154337121534419,0.268682627954881
1,100,100,-0.904218062495612,0.615741603205099
1,101,101,-0.775761518299797,0.484959785886445
1,102,102,-0.710548453545147,0.355643724809938
1,103,103,-0.755099263179796,0.532207610054956
1,104,104,-0.789048592701697,0.537438967998298
1,105,105,-0.686941546402711,0.455655079813249
1,106,106,-0.752750003325723,0.606111815470896
1,107,107,-0.339746119265936,0.49110963320003
1,108,108,-0.314001589696913,0.372545131452394
1,109,109,-0.40424890384259,0.418702533271659
1,110,110,-0.717450462017905,0.562558147232057
1,111,111,-0.270242093635138,0.224389906730027
1,112,112,-0.594911496660161,0.508749621043108
1,113,113,-0.552771917637085,0.416096572002723
1,114,114,-0.650472266953094,0.396281087314197
1,115,115,-0.419337341492402,0.245894726221334
1,116,116,-0.453269232853133,0.554084738684037
1,117,117,-0.444598554359458,0.472465597137999
1,118,118,-0.67758302025261,0.583981586474738
1,119,119,-0.745026892429013,0.827160332608166
1,120,120,-0.712186863523957,0.880770453727327
1,121,121,-0.759048779408243,1.06893137977505
1,122,122,-0.404273990557686,0.851807967101283
1,123,123,-0.663347317808813,0.926183683511463
1,124,124,-0.300635635198621,0.205586494091622
1,125,125,-0.303367186334874,0.359628341903462
1,126,126,-0.186683251105756,0.261696111131097
1,127,127,-0.664918566406303,0.796648099882724
1,128,128,-0.352533289747347,0.36307535636494
1,129,129,-0.671178685364933,0.451416220591814
1,130,130,-0.447448711689021,0.495223573182612
1,131,131,-0.312496281736414,0.344619118349188
1,132,132,-0.225434507876247,0.375153591805611
1,133,133,-0.245017519631849,0.350905572835741
1,134,134,-0.427970262096011,0.373742813504103
1,135,135,-0.702722538618577,0.570502296338898
1,136,136,-1.06975018803568,0.569968734264459
1,137,137,-1.1451917495115,0.746947107417756
1,138,138,-1.24500920210395,0.857844531515077
1,139,139,-0.776052718598537,0.734041352561823
1,140,140,-0.828883610497391,0.641016602043171
1,141,141,-1.12985754539611,0.640546904649922
1,142,142,-0.911272520420517,0.509241383470525
1,143,143,-0.294448525483878,0.432484641733587
1,144,144,-0.440479749946565,0.740491639417603
1,145,145,-0.422497432960496,0.570602432318333
1,146,146,-0.444039396209667,0.789942501964606
1,147,147,-0.583889283426235,0.660398851756532
1,148,148,-0.46165049684102,0.663197177852128
1,149,149,-0.645335352658569,0.576121114830086
1,150,150,-0.499320306825132,0.797366930307009
1,151,151,-0.612150991700212,1.0548492296583
1,152,152,-0.511288447416395,0.667767949784842
1,153,153,-0.378933945440286,0.74371546465569
1,154,154,-0.920880326122033,1.47705062312391
1,155,155,-0.873207645983722,1.43227605665367
1,156,156,-0.678439134350473,1.0592257649653
1,157,157,-0.613948583575556,0.957011879927796
1,158,158,-0.527554272614811,0.645867023402092
1,159,159,-0.153396373073143,0.347259736225678
1,160,160,-0.230520192240349,0.239818297587113
1,161,161,-0.403590441902102,0.528541846197142
1,162,162,-0.633565013739579,0.969342521517007
1,163,163,-0.760433674507016,0.461879816462735
1,164,164,-0.42635473031931,0.394714326646285
1,165,165,-0.64010564184708,0.854962467851324
1,166,166,-0.601626702142778,0.399242370902578
1,167,167,-0.302860711876838,0.253351807920547
1,168,168,-0.684068732505935,0.555028808443393
1,169,169,-0.67724572336295,0.659944549764783
1,170,170,-0.71406925631738,0.621848953106485
1,171,171,-1.00487922394318,1.14891707086666
1,172,172,-0.788773803230598,0.883361343643745
1,173,173,-0.198528900946606,0.801829192431678
1,174,174,-0.322470350421321,0.633755115550705
1,175,175,-0.259835453004237,0.474124779104414
1,176,176,-0.363662159481983,0.238136649841419
1,177,177,-0.267347599518445,0.161813251705277
1,178,178,-0.283875455133125,0.119068126677821
1,179,179,-0.161492451660843,0.184978041714705
1,180,180,-0.397231530881841,0.288855817574462
1,181,181,-0.259767337690488,0.253308603630168
1,182,182,-0.330409442933729,0.318168862384813
1,183,183,-0.273260899070585,0.395996527616558
1,184,184,-0.282432619341866,0.435132057731012
1,185,185,-0.248865967169821,0.130722738890565
1,186,186,-0.349537782051461,0.445156026158832
1,187,187,-0.0867041217546819,0.355418865423595
1,188,188,-0.447832346846589,0.611684818554732
1,189,189,-0.214899000936058,0.270652263203424
1,190,190,-0.28702579112718,0.491904431818968
1,191,191,-0.605231395761628,0.336085128262031
1,192,192,-0.479477845517169,0.280568163498928
1,193,193,-0.557443723483134,0.854520536729719
1,194,194,-0.632704031037252,1.05660806358366
1,195,195,-0.726407190172031,1.08711289056345
1,196,196,-0.665107014573374,1.35754639138404
1,197,197,-0.641557078379048,1.07253739406825
1,198,198,-0.381981270808485,0.299264233194067
1,199,199,-0.392038907702666,0.363406708651814
